year,effort_no,Treatment,length_cm,weight_kg,girth_mm
2019,5,Control,63,NA,NA
2019,5,Control,50,NA,NA
2019,5,Control,52,NA,NA
2019,5,Control,56,NA,NA
2019,5,Control,54,NA,NA
2019,5,Control,53,NA,NA
2019,5,Control,51,NA,NA
2019,5,Control,61,NA,NA
2019,5,Control,54,NA,NA
2019,5,Control,66,NA,NA
2019,5,Control,63,NA,NA
2019,5,Control,46,NA,NA
2019,5,Control,54,NA,NA
2019,5,Control,53,NA,NA
2019,5,Control,51,NA,NA
2019,5,Control,55,NA,NA
2019,5,Control,49,NA,NA
2019,5,Control,57,NA,NA
2019,5,Control,52,NA,NA
2019,5,Control,55,NA,NA
2019,5,Control,51,NA,NA
2019,5,Control,49,NA,NA
2019,5,Control,54,NA,NA
2019,5,Control,51,NA,NA
2019,5,Control,47,NA,NA
2019,5,Control,55,NA,NA
2019,5,Control,56,NA,NA
2019,5,Control,51,NA,NA
2019,5,Control,49,NA,NA
2019,5,Control,48,NA,NA
2019,5,Control,61,NA,NA
2019,5,Control,52,NA,NA
2019,5,Control,53,NA,NA
2019,5,Control,54,NA,NA
2019,5,Control,48,NA,NA
2019,5,Control,51,NA,NA
2019,5,Control,49,NA,NA
2019,5,Control,47,NA,NA
2019,5,4.00 in,57,NA,NA
2019,5,4.00 in,57,NA,NA
2019,5,4.00 in,54,NA,NA
2019,5,4.00 in,52,NA,NA
2019,5,4.00 in,62,NA,NA
2019,5,4.00 in,54,NA,NA
2019,5,4.00 in,60,NA,NA
2019,5,4.00 in,51,NA,NA
2019,5,4.00 in,54,NA,NA
2019,5,4.00 in,52,NA,NA
2019,5,4.00 in,51,NA,NA
2019,5,4.00 in,50,NA,NA
2019,5,4.00 in,53,NA,NA
2019,5,4.00 in,51,NA,NA
2019,5,4.00 in,51,NA,NA
2019,5,4.00 in,46,NA,NA
2019,5,4.00 in,47,NA,NA
2019,5,4.00 in,49,NA,NA
2019,5,3.75 in,73,3.74,325
2019,5,3.75 in,63,NA,NA
2019,5,3.75 in,55,NA,NA
2019,5,3.75 in,71,3.75,325
2019,5,3.75 in,70,NA,NA
2019,5,3.75 in,52,NA,NA
2019,5,3.75 in,60,NA,NA
2019,5,3.75 in,57,NA,NA
2019,5,3.75 in,56,NA,NA
2019,5,3.75 in,58,NA,NA
2019,5,3.75 in,57,NA,NA
2019,5,3.75 in,59,NA,NA
2019,5,3.75 in,51,NA,NA
2019,5,3.75 in,50,NA,NA
2019,5,3.75 in,48,NA,NA
2019,5,3.75 in,46,NA,NA
2019,5,3.50 in,60,NA,NA
2019,5,3.50 in,59,NA,NA
2019,5,3.50 in,74,4.55,380
2019,5,3.50 in,57,NA,NA
2019,5,3.50 in,61,NA,NA
2019,5,3.50 in,63,NA,NA
2019,5,3.50 in,55,NA,NA
2019,5,3.50 in,54,NA,NA
2019,5,3.50 in,52,NA,NA
2019,5,3.50 in,70,NA,NA
2019,5,3.50 in,56,NA,NA
2019,5,3.50 in,54,NA,NA
2019,5,3.50 in,54,NA,NA
2019,5,3.50 in,46,NA,NA
2019,5,3.50 in,51,NA,NA
2019,5,3.50 in,50,NA,NA
2019,5,3.50 in,52,NA,NA
2019,5,3.50 in,53,NA,NA
2019,5,3.50 in,46,NA,NA
2019,5,3.50 in,56,NA,NA
2019,5,3.50 in,57,NA,NA
2019,5,3.50 in,50,NA,NA
2019,5,3.50 in,47,NA,NA
2019,5,Control,49,NA,NA
2019,5,Control,58,NA,NA
2019,5,Control,61,NA,NA
2019,5,Control,51,NA,NA
2019,5,Control,65,NA,NA
2019,5,Control,57,NA,NA
2019,5,Control,57,NA,NA
2019,5,Control,55,NA,NA
2019,5,Control,60,NA,NA
2019,5,Control,55,NA,NA
2019,5,Control,54,NA,NA
2019,5,Control,60,NA,NA
2019,5,Control,57,NA,NA
2019,5,Control,55,NA,NA
2019,5,Control,60,NA,NA
2019,5,Control,55,NA,NA
2019,5,Control,56,NA,NA
2019,5,Control,57,NA,NA
2019,5,Control,57,NA,NA
2019,5,Control,50,NA,NA
2019,5,Control,60,NA,NA
2019,5,Control,54,NA,NA
2019,5,Control,54,NA,NA
2019,5,Control,60,NA,NA
2019,5,Control,51,NA,NA
2019,5,Control,51,NA,NA
2019,5,Control,51,NA,NA
2019,5,Control,57,NA,NA
2019,5,Control,52,NA,NA
2019,5,Control,58,NA,NA
2019,5,Control,54,NA,NA
2019,5,Control,54,NA,NA
2019,5,Control,49,NA,NA
2019,5,Control,62,NA,NA
2019,5,Control,56,NA,NA
2019,5,Control,49,NA,NA
2019,5,Control,48,NA,NA
2019,5,Control,55,NA,NA
2019,5,Control,52,NA,NA
2019,5,Control,49,NA,NA
2019,5,Control,61,NA,NA
2019,5,Control,58,NA,NA
2019,5,Control,60,NA,NA
2019,5,Control,57,NA,NA
2019,5,Control,51,NA,NA
2019,5,Control,55,NA,NA
2019,5,Control,54,NA,NA
2019,5,Control,51,NA,NA
2019,5,Control,55,NA,NA
2019,5,Control,55,NA,NA
2019,5,Control,54,NA,NA
2019,5,Control,53,NA,NA
2019,5,Control,49,NA,NA
2019,5,Control,50,NA,NA
2019,5,Control,48,NA,NA
2019,5,Control,53,NA,NA
2019,5,Control,53,NA,NA
2019,5,Control,54,NA,NA
2019,5,Control,56,NA,NA
2019,5,Control,48,NA,NA
2019,5,Control,54,NA,NA
2019,5,Control,50,NA,NA
2019,5,Control,48,NA,NA
2019,5,Control,54,NA,NA
2019,5,Control,48,NA,NA
2019,5,Control,55,NA,NA
2019,5,Control,47,NA,NA
2019,5,Control,47,NA,NA
2019,5,Control,48,NA,NA
2019,5,Control,56,NA,NA
2019,5,Control,54,NA,NA
2019,5,Control,53,NA,NA
2019,5,Control,49,NA,NA
2019,5,Control,50,NA,NA
2019,5,Control,49,NA,NA
2019,5,Control,48,NA,NA
2019,5,Control,48,NA,NA
2019,5,Control,49,NA,NA
2019,5,Control,53,NA,NA
2019,5,Control,51,NA,NA
2019,5,Control,53,NA,NA
2019,5,Control,47,NA,NA
2019,5,Control,45,NA,NA
2019,5,Control,46,NA,NA
2019,5,Control,50,NA,NA
2019,5,Control,48,NA,NA
2019,5,Control,48,NA,NA
2019,5,Control,49,NA,NA
2019,5,Control,46,NA,NA
2019,5,Control,45,NA,NA
2019,5,Control,48,NA,NA
2019,5,Control,52,NA,NA
2019,5,Control,45,NA,NA
2019,5,Control,51,NA,NA
2019,5,Control,46,NA,NA
2019,5,Control,48,NA,NA
2019,5,4.00 in,58,NA,NA
2019,5,4.00 in,57,NA,NA
2019,5,4.00 in,54,NA,NA
2019,5,4.00 in,63,NA,NA
2019,5,4.00 in,61,NA,NA
2019,5,4.00 in,57,NA,NA
2019,5,4.00 in,52,NA,NA
2019,5,4.00 in,48,NA,NA
2019,5,4.00 in,47,NA,NA
2019,5,4.00 in,49,NA,NA
2019,5,4.00 in,49,NA,NA
2019,5,4.00 in,48,NA,NA
2019,5,4.00 in,51,NA,NA
2019,5,4.00 in,49,NA,NA
2019,5,4.00 in,47,NA,NA
2019,5,4.00 in,47,NA,NA
2019,5,3.75 in,53,NA,NA
2019,5,3.75 in,54,NA,NA
2019,5,3.75 in,53,NA,NA
2019,5,3.75 in,63,NA,NA
2019,5,3.75 in,60,NA,NA
2019,5,3.75 in,51,NA,NA
2019,5,3.75 in,53,NA,NA
2019,5,3.75 in,60,NA,NA
2019,5,3.75 in,60,NA,NA
2019,5,3.75 in,56,NA,NA
2019,5,3.75 in,57,NA,NA
2019,5,3.75 in,57,NA,NA
2019,5,3.75 in,54,NA,NA
2019,5,3.75 in,66,NA,NA
2019,5,3.75 in,49,NA,NA
2019,5,3.75 in,48,NA,NA
2019,5,3.75 in,51,NA,NA
2019,5,3.75 in,57,NA,NA
2019,5,3.75 in,50,NA,NA
2019,5,3.75 in,54,NA,NA
2019,5,3.75 in,48,NA,NA
2019,5,3.75 in,50,NA,NA
2019,5,3.75 in,47,NA,NA
2019,5,3.75 in,51,NA,NA
2019,5,3.75 in,45,NA,NA
2019,5,3.75 in,47,NA,NA
2019,5,3.75 in,48,NA,NA
2019,5,3.75 in,48,NA,NA
2019,5,3.75 in,44,NA,NA
2019,5,3.75 in,47,NA,NA
2019,5,3.75 in,47,NA,NA
2019,5,3.75 in,49,NA,NA
2019,5,3.50 in,59,NA,NA
2019,5,3.50 in,60,NA,NA
2019,5,3.50 in,56,NA,NA
2019,5,3.50 in,55,NA,NA
2019,5,3.50 in,64,NA,NA
2019,5,3.50 in,59,NA,NA
2019,5,3.50 in,55,NA,NA
2019,5,3.50 in,59,NA,NA
2019,5,3.50 in,57,NA,NA
2019,5,3.50 in,59,NA,NA
2019,5,3.50 in,56,NA,NA
2019,5,3.50 in,45,NA,NA
2019,5,3.50 in,49,NA,NA
2019,5,3.50 in,51,NA,NA
2019,5,3.50 in,57,NA,NA
2019,5,3.50 in,54,NA,NA
2019,5,3.50 in,57,NA,NA
2019,5,3.50 in,53,NA,NA
2019,5,3.50 in,51,NA,NA
2019,5,3.50 in,50,NA,NA
2019,5,3.50 in,51,NA,NA
2019,5,3.50 in,45,NA,NA
2019,5,3.50 in,56,NA,NA
2019,5,3.50 in,49,NA,NA
2019,5,3.50 in,47,NA,NA
2019,5,Control,61,NA,NA
2019,5,Control,59,NA,NA
2019,5,Control,60,NA,NA
2019,5,Control,68,NA,NA
2019,5,Control,57,NA,NA
2019,5,Control,57,NA,NA
2019,5,Control,56,NA,NA
2019,5,Control,50,NA,NA
2019,5,Control,54,NA,NA
2019,5,Control,59,NA,NA
2019,5,Control,57,NA,NA
2019,5,Control,57,NA,NA
2019,5,Control,55,NA,NA
2019,5,Control,52,NA,NA
2019,5,Control,59,NA,NA
2019,5,Control,53,NA,NA
2019,5,Control,49,NA,NA
2019,5,Control,54,NA,NA
2019,5,Control,49,NA,NA
2019,5,Control,47,NA,NA
2019,5,Control,47,NA,NA
2019,5,Control,47,NA,NA
2019,5,4.00 in,59,NA,NA
2019,5,4.00 in,52,NA,NA
2019,5,4.00 in,50,NA,NA
2019,5,4.00 in,55,NA,NA
2019,5,4.00 in,49,NA,NA
2019,5,4.00 in,51,NA,NA
2019,5,3.75 in,55,NA,NA
2019,5,3.75 in,58,NA,NA
2019,5,3.75 in,60,NA,NA
2019,5,3.75 in,59,NA,NA
2019,5,3.75 in,57,NA,NA
2019,5,3.75 in,57,NA,NA
2019,5,3.75 in,52,NA,NA
2019,5,3.75 in,58,NA,NA
2019,5,3.75 in,53,NA,NA
2019,5,3.75 in,53,NA,NA
2019,5,3.75 in,47,NA,NA
2019,5,3.75 in,55,NA,NA
2019,5,3.75 in,52,NA,NA
2019,5,3.50 in,66,NA,NA
2019,5,3.50 in,59,NA,NA
2019,5,3.50 in,55,NA,NA
2019,5,3.50 in,59,NA,NA
2019,5,3.50 in,53,NA,NA
2019,5,3.50 in,64,NA,NA
2019,5,3.50 in,54,NA,NA
2019,5,3.50 in,58,NA,NA
2019,5,3.50 in,55,NA,NA
2019,5,3.50 in,55,NA,NA
2019,5,3.50 in,61,NA,NA
2019,5,3.50 in,60,NA,NA
2019,5,3.50 in,47,NA,NA
2019,5,3.50 in,45,NA,NA
2019,5,Control,59,NA,NA
2019,5,Control,66,NA,NA
2019,5,Control,46,NA,NA
2019,5,Control,59,NA,NA
2019,5,Control,57,NA,NA
2019,5,Control,59,NA,NA
2019,5,Control,56,NA,NA
2019,5,Control,59,NA,NA
2019,5,Control,57,NA,NA
2019,5,Control,59,NA,NA
2019,5,Control,59,NA,NA
2019,5,Control,55,NA,NA
2019,5,Control,55,NA,NA
2019,5,Control,55,NA,NA
2019,5,Control,48,NA,NA
2019,5,Control,61,NA,NA
2019,5,Control,52,NA,NA
2019,5,Control,53,NA,NA
2019,5,Control,53,NA,NA
2019,5,Control,51,NA,NA
2019,5,Control,58,NA,NA
2019,5,Control,54,NA,NA
2019,5,Control,54,NA,NA
2019,5,Control,46,NA,NA
2019,5,Control,50,NA,NA
2019,5,Control,48,NA,NA
2019,5,Control,47,NA,NA
2019,5,Control,55,NA,NA
2019,5,Control,56,NA,NA
2019,5,Control,55,NA,NA
2019,5,Control,52,NA,NA
2019,5,Control,52,NA,NA
2019,5,Control,55,NA,NA
2019,5,Control,63,NA,NA
2019,5,Control,64,NA,NA
2019,5,Control,47,NA,NA
2019,5,Control,53,NA,NA
2019,5,Control,57,NA,NA
2019,5,Control,55,NA,NA
2019,5,Control,54,NA,NA
2019,5,Control,51,NA,NA
2019,5,Control,54,NA,NA
2019,5,Control,53,NA,NA
2019,5,Control,53,NA,NA
2019,5,Control,56,NA,NA
2019,5,Control,52,NA,NA
2019,5,Control,48,NA,NA
2019,5,Control,53,NA,NA
2019,5,Control,55,NA,NA
2019,5,Control,56,NA,NA
2019,5,Control,55,NA,NA
2019,5,Control,52,NA,NA
2019,5,Control,49,NA,NA
2019,5,Control,48,NA,NA
2019,5,Control,58,NA,NA
2019,5,Control,48,NA,NA
2019,5,Control,50,NA,NA
2019,5,Control,61,NA,NA
2019,5,Control,53,NA,NA
2019,5,Control,46,NA,NA
2019,5,Control,49,NA,NA
2019,5,Control,50,NA,NA
2019,5,Control,49,NA,NA
2019,5,4.00 in,61,NA,NA
2019,5,4.00 in,54,NA,NA
2019,5,4.00 in,45,NA,NA
2019,5,4.00 in,55,NA,NA
2019,5,4.00 in,45,NA,NA
2019,5,4.00 in,52,NA,NA
2019,5,4.00 in,43,NA,NA
2019,5,4.00 in,54,NA,NA
2019,5,4.00 in,49,NA,NA
2019,5,4.00 in,49,NA,NA
2019,5,4.00 in,49,NA,NA
2019,5,4.00 in,51,NA,NA
2019,5,4.00 in,49,NA,NA
2019,5,3.75 in,63,NA,NA
2019,5,3.75 in,58,NA,NA
2019,5,3.75 in,53,NA,NA
2019,5,3.75 in,56,NA,NA
2019,5,3.75 in,56,NA,NA
2019,5,3.75 in,58,NA,NA
2019,5,3.75 in,57,NA,NA
2019,5,3.75 in,58,NA,NA
2019,5,3.75 in,54,NA,NA
2019,5,3.75 in,57,NA,NA
2019,5,3.75 in,56,NA,NA
2019,5,3.75 in,58,NA,NA
2019,5,3.75 in,61,NA,NA
2019,5,3.75 in,56,NA,NA
2019,5,3.75 in,64,NA,NA
2019,5,3.75 in,49,NA,NA
2019,5,3.75 in,48,NA,NA
2019,5,3.75 in,54,NA,NA
2019,5,3.75 in,51,NA,NA
2019,5,3.75 in,61,NA,NA
2019,5,3.75 in,NA,NA,NA
2019,5,3.75 in,56,NA,NA
2019,5,3.75 in,55,NA,NA
2019,5,3.75 in,46,NA,NA
2019,5,3.75 in,57,NA,NA
2019,5,3.75 in,55,NA,NA
2019,5,3.75 in,49,NA,NA
2019,5,3.75 in,46,NA,NA
2019,5,3.75 in,49,NA,NA
2019,5,NA,46,NA,NA
2019,5,NA,54,NA,NA
2019,5,NA,62,NA,NA
2019,5,NA,46,NA,NA
2019,5,NA,56,NA,NA
2019,5,NA,52,NA,NA
2019,5,NA,58,NA,NA
2019,5,NA,55,NA,NA
2019,5,NA,55,NA,NA
2019,5,NA,54,NA,NA
2019,5,NA,62,NA,NA
2019,5,NA,60,NA,NA
2019,5,NA,60,NA,NA
2019,5,NA,52,NA,NA
2019,5,NA,52,NA,NA
2019,5,NA,60,NA,NA
2019,5,NA,57,NA,NA
2019,5,NA,61,NA,NA
2019,5,NA,56,NA,NA
2019,5,NA,58,NA,NA
2019,5,NA,56,NA,NA
2019,5,NA,62,NA,NA
2019,5,NA,53,NA,NA
2019,5,NA,51,NA,NA
2019,5,NA,50,NA,NA
2019,6,Control,49,1.32,250
2019,6,Control,57,1.9100000000000001,280
2019,6,Control,51,1.3800000000000001,280
2019,6,Control,56,1.9000000000000001,280
2019,6,Control,55,1.9000000000000001,290
2019,6,Control,55,1.92,260
2019,6,Control,66,3.15,325
2019,6,Control,59,2.09,280
2019,6,Control,47,1.11,225
2019,6,Control,58,2.1,280
2019,6,Control,56,1.86,260
2019,6,Control,47,1.02,205
2019,6,Control,47,0.97,205
2019,6,Control,61,2.37,295
2019,6,Control,55,1.86,250
2019,6,Control,64,2.91,315
2019,6,Control,59,NA,NA
2019,6,Control,54,1.59,260
2019,6,Control,66,2.92,320
2019,6,Control,50,NA,NA
2019,6,Control,55,NA,NA
2019,6,Control,58,NA,NA
2019,6,Control,53,NA,NA
2019,6,Control,55,NA,NA
2019,6,Control,62,2.48,330
2019,6,Control,47,1,245
2019,6,Control,51,NA,NA
2019,6,Control,53,NA,NA
2019,6,Control,57,NA,NA
2019,6,Control,54,NA,NA
2019,6,Control,47,NA,NA
2019,6,Control,62,2.5100000000000002,290
2019,6,Control,49,NA,NA
2019,6,Control,63,2.72,305
2019,6,Control,54,NA,NA
2019,6,Control,55,NA,NA
2019,6,Control,51,NA,NA
2019,6,Control,58,NA,NA
2019,6,Control,55,NA,NA
2019,6,Control,57,NA,NA
2019,6,Control,50,NA,NA
2019,6,Control,67,3.24,330
2019,6,Control,59,NA,NA
2019,6,Control,51,NA,NA
2019,6,Control,47,NA,NA
2019,6,Control,52,NA,NA
2019,6,Control,56,NA,NA
2019,6,Control,52,NA,NA
2019,6,Control,52,NA,NA
2019,6,Control,56,NA,NA
2019,6,Control,52,NA,NA
2019,6,Control,50,NA,NA
2019,6,Control,56,NA,NA
2019,6,Control,53,NA,NA
2019,6,Control,47,NA,NA
2019,6,Control,49,NA,NA
2019,6,Control,54,NA,NA
2019,6,Control,50,NA,NA
2019,6,Control,46,NA,NA
2019,6,Control,47,NA,NA
2019,6,Control,47,NA,NA
2019,6,Control,49,NA,NA
2019,6,Control,46,NA,NA
2019,6,Control,52,NA,NA
2019,6,Control,51,NA,NA
2019,6,Control,50,NA,NA
2019,6,Control,53,NA,NA
2019,6,Control,47,NA,NA
2019,6,Control,45,NA,NA
2019,6,Control,48,NA,NA
2019,6,3.50 in,56,NA,NA
2019,6,3.50 in,58,NA,NA
2019,6,3.50 in,55,NA,NA
2019,6,3.50 in,55,NA,NA
2019,6,3.50 in,51,NA,NA
2019,6,3.50 in,51,NA,NA
2019,6,3.50 in,57,NA,NA
2019,6,3.50 in,53,NA,NA
2019,6,3.50 in,64,NA,NA
2019,6,3.50 in,54,NA,NA
2019,6,3.50 in,59,NA,NA
2019,6,3.50 in,54,NA,NA
2019,6,3.50 in,56,NA,NA
2019,6,3.50 in,50,NA,NA
2019,6,3.50 in,56,NA,NA
2019,6,3.50 in,48,NA,NA
2019,6,3.50 in,51,NA,NA
2019,6,3.50 in,51,NA,NA
2019,6,3.50 in,48,NA,NA
2019,6,3.50 in,48,NA,NA
2019,6,3.50 in,47,NA,NA
2019,6,3.50 in,53,NA,NA
2019,6,3.50 in,63,NA,NA
2019,6,3.50 in,51,NA,NA
2019,6,3.50 in,50,NA,NA
2019,6,3.50 in,48,NA,NA
2019,6,3.75 in,57,NA,NA
2019,6,3.75 in,52,NA,NA
2019,6,3.75 in,53,NA,NA
2019,6,3.75 in,53,NA,NA
2019,6,3.75 in,69,3.36,335
2019,6,3.75 in,51,NA,NA
2019,6,3.75 in,48,NA,NA
2019,6,3.75 in,50,NA,NA
2019,6,3.75 in,47,NA,NA
2019,6,3.75 in,48,NA,NA
2019,6,3.75 in,47,NA,NA
2019,6,3.75 in,49,NA,NA
2019,6,3.75 in,46,NA,NA
2019,6,4.00 in,53,NA,NA
2019,6,4.00 in,51,NA,NA
2019,6,4.00 in,52,NA,NA
2019,6,4.00 in,70,3.11,320
2019,6,4.00 in,54,NA,NA
2019,6,4.00 in,53,NA,NA
2019,6,4.00 in,55,NA,NA
2019,6,4.00 in,60,NA,NA
2019,6,4.00 in,47,NA,NA
2019,6,4.00 in,47,NA,NA
2019,6,4.00 in,54,NA,NA
2019,6,4.00 in,44,NA,NA
2019,6,Control,60,NA,NA
2019,6,Control,49,NA,NA
2019,6,Control,55,NA,NA
2019,6,Control,50,NA,NA
2019,6,Control,74,3.74,340
2019,6,Control,71,3.27,330
2019,6,Control,56,NA,NA
2019,6,Control,46,NA,NA
2019,6,Control,48,NA,NA
2019,6,Control,55,NA,NA
2019,6,Control,47,NA,NA
2019,6,Control,56,NA,NA
2019,6,Control,53,NA,NA
2019,6,Control,53,NA,NA
2019,6,Control,48,NA,NA
2019,6,Control,50,NA,NA
2019,6,Control,56,NA,NA
2019,6,Control,50,NA,NA
2019,6,Control,57,NA,NA
2019,6,Control,48,NA,NA
2019,6,Control,49,NA,NA
2019,6,Control,54,NA,NA
2019,6,Control,47,NA,NA
2019,6,Control,52,NA,NA
2019,6,Control,55,NA,NA
2019,6,Control,47,NA,NA
2019,6,Control,49,NA,NA
2019,6,Control,47,NA,NA
2019,6,Control,47,NA,NA
2019,6,Control,49,NA,NA
2019,6,Control,50,NA,NA
2019,6,Control,47,NA,NA
2019,6,Control,44,NA,NA
2019,6,Control,48,NA,NA
2019,6,Control,51,NA,NA
2019,6,3.50 in,58,NA,NA
2019,6,3.50 in,62,NA,NA
2019,6,3.50 in,61,NA,NA
2019,6,3.50 in,65,NA,NA
2019,6,3.50 in,65,NA,NA
2019,6,3.50 in,51,NA,NA
2019,6,3.50 in,66,NA,NA
2019,6,3.50 in,54,NA,NA
2019,6,3.50 in,60,NA,NA
2019,6,3.50 in,53,NA,NA
2019,6,3.50 in,61,NA,NA
2019,6,3.50 in,58,NA,NA
2019,6,3.50 in,53,NA,NA
2019,6,3.50 in,51,NA,NA
2019,6,3.50 in,55,NA,NA
2019,6,3.50 in,57,NA,NA
2019,6,3.50 in,56,NA,NA
2019,6,3.50 in,59,NA,NA
2019,6,3.50 in,50,NA,NA
2019,6,3.50 in,60,NA,NA
2019,6,3.50 in,55,NA,NA
2019,6,3.50 in,55,NA,NA
2019,6,3.50 in,55,NA,NA
2019,6,3.50 in,61,NA,NA
2019,6,3.50 in,49,NA,NA
2019,6,3.50 in,55,NA,NA
2019,6,3.50 in,50,NA,NA
2019,6,3.50 in,56,NA,NA
2019,6,3.50 in,56,NA,NA
2019,6,3.50 in,50,NA,NA
2019,6,3.50 in,48,NA,NA
2019,6,3.50 in,55,NA,NA
2019,6,3.50 in,53,NA,NA
2019,6,3.50 in,50,NA,NA
2019,6,3.50 in,56,NA,NA
2019,6,3.50 in,46,NA,NA
2019,6,3.50 in,52,NA,NA
2019,6,3.50 in,54,NA,NA
2019,6,3.50 in,51,NA,NA
2019,6,3.50 in,51,NA,NA
2019,6,3.50 in,47,NA,NA
2019,6,3.50 in,53,NA,NA
2019,6,3.50 in,52,NA,NA
2019,6,3.50 in,47,NA,NA
2019,6,3.50 in,51,NA,NA
2019,6,3.50 in,45,NA,NA
2019,6,3.50 in,46,NA,NA
2019,6,3.50 in,47,NA,NA
2019,6,3.50 in,47,NA,NA
2019,6,3.75 in,72,3.46,320
2019,6,3.75 in,64,NA,NA
2019,6,3.75 in,51,NA,NA
2019,6,3.75 in,51,NA,NA
2019,6,3.75 in,53,NA,NA
2019,6,3.75 in,55,NA,NA
2019,6,3.75 in,56,NA,NA
2019,6,3.75 in,45,NA,NA
2019,6,3.75 in,56,NA,NA
2019,6,3.75 in,53,NA,NA
2019,6,3.75 in,52,NA,NA
2019,6,3.75 in,48,NA,NA
2019,6,3.75 in,53,NA,NA
2019,6,3.75 in,50,NA,NA
2019,6,4.00 in,56,NA,NA
2019,6,4.00 in,47,NA,NA
2019,6,4.00 in,56,NA,NA
2019,6,4.00 in,71,3.2800000000000002,315
2019,6,4.00 in,57,NA,NA
2019,6,4.00 in,58,NA,NA
2019,6,4.00 in,52,NA,NA
2019,6,4.00 in,55,NA,NA
2019,6,4.00 in,48,NA,NA
2019,6,4.00 in,59,NA,NA
2019,6,4.00 in,52,NA,NA
2019,6,4.00 in,49,NA,NA
2019,6,4.00 in,49,NA,NA
2019,6,4.00 in,47,NA,NA
2019,6,4.00 in,48,NA,NA
2019,6,4.00 in,60,NA,NA
2019,6,4.00 in,50,NA,NA
2019,6,4.00 in,51,NA,NA
2019,6,4.00 in,50,NA,NA
2019,6,4.00 in,48,NA,NA
2019,6,4.00 in,49,NA,NA
2019,6,4.00 in,45,NA,NA
2019,6,4.00 in,45,NA,NA
2019,6,Control,58,NA,NA
2019,6,Control,53,NA,NA
2019,6,Control,58,NA,NA
2019,6,Control,56,NA,NA
2019,6,Control,54,NA,NA
2019,6,Control,50,NA,NA
2019,6,Control,52,NA,NA
2019,6,Control,59,NA,NA
2019,6,Control,54,NA,NA
2019,6,Control,53,NA,NA
2019,6,Control,53,NA,NA
2019,6,Control,61,NA,NA
2019,6,Control,56,NA,NA
2019,6,Control,52,NA,NA
2019,6,Control,54,NA,NA
2019,6,Control,50,NA,NA
2019,6,Control,59,NA,NA
2019,6,Control,57,NA,NA
2019,6,Control,57,NA,NA
2019,6,Control,46,NA,NA
2019,6,Control,47,NA,NA
2019,6,Control,53,NA,NA
2019,6,Control,47,NA,NA
2019,6,Control,53,NA,NA
2019,6,Control,53,NA,NA
2019,6,Control,47,NA,NA
2019,6,Control,56,NA,NA
2019,6,Control,49,NA,NA
2019,6,Control,49,NA,NA
2019,6,Control,49,NA,NA
2019,6,Control,49,NA,NA
2019,6,Control,56,NA,NA
2019,6,Control,52,NA,NA
2019,6,Control,49,NA,NA
2019,6,Control,49,NA,NA
2019,6,Control,46,NA,NA
2019,6,Control,59,NA,NA
2019,6,Control,50,NA,NA
2019,6,Control,53,NA,NA
2019,6,Control,51,NA,NA
2019,6,Control,54,NA,NA
2019,6,Control,51,NA,NA
2019,6,Control,55,NA,NA
2019,6,Control,53,NA,NA
2019,6,Control,48,NA,NA
2019,6,Control,49,NA,NA
2019,6,Control,52,NA,NA
2019,6,Control,47,NA,NA
2019,6,Control,47,NA,NA
2019,6,Control,44,NA,NA
2019,6,Control,47,NA,NA
2019,6,Control,49,NA,NA
2019,6,Control,46,NA,NA
2019,6,Control,47,NA,NA
2019,6,Control,46,NA,NA
2019,6,Control,45,NA,NA
2019,6,Control,50,NA,NA
2019,6,Control,51,NA,NA
2019,6,Control,45,NA,NA
2019,6,Control,47,NA,NA
2019,6,Control,48,NA,NA
2019,6,Control,48,NA,NA
2019,6,Control,49,NA,NA
2019,6,Control,47,NA,NA
2019,6,Control,47,NA,NA
2019,6,Control,47,NA,NA
2019,6,Control,48,NA,NA
2019,6,3.50 in,72,3.98,355
2019,6,3.50 in,60,NA,NA
2019,6,3.50 in,56,NA,NA
2019,6,3.50 in,55,NA,NA
2019,6,3.50 in,56,NA,NA
2019,6,3.50 in,52,NA,NA
2019,6,3.50 in,59,NA,NA
2019,6,3.50 in,54,NA,NA
2019,6,3.50 in,48,NA,NA
2019,6,3.50 in,59,NA,NA
2019,6,3.50 in,58,NA,NA
2019,6,3.50 in,51,NA,NA
2019,6,3.50 in,55,NA,NA
2019,6,3.50 in,53,NA,NA
2019,6,3.50 in,50,NA,NA
2019,6,3.50 in,60,NA,NA
2019,6,3.50 in,54,NA,NA
2019,6,3.50 in,53,NA,NA
2019,6,3.50 in,55,NA,NA
2019,6,3.50 in,54,NA,NA
2019,6,3.50 in,58,NA,NA
2019,6,3.50 in,50,NA,NA
2019,6,3.50 in,53,NA,NA
2019,6,3.50 in,46,NA,NA
2019,6,3.50 in,53,NA,NA
2019,6,3.50 in,49,NA,NA
2019,6,3.50 in,49,NA,NA
2019,6,3.50 in,50,NA,NA
2019,6,3.50 in,48,NA,NA
2019,6,3.50 in,56,NA,NA
2019,6,3.50 in,48,NA,NA
2019,6,3.50 in,53,NA,NA
2019,6,3.50 in,47,NA,NA
2019,6,3.50 in,55,NA,NA
2019,6,3.50 in,54,NA,NA
2019,6,3.50 in,48,NA,NA
2019,6,3.50 in,48,NA,NA
2019,6,3.50 in,48,NA,NA
2019,6,3.50 in,48,NA,NA
2019,6,3.50 in,51,NA,NA
2019,6,3.50 in,51,NA,NA
